Sample in Buffer,Sample in Window,TRIGGER,u_ndpp_wrapper/user_logic_native_mem_valid[0:0],u_ndpp_wrapper/user_logic_native_mem_address_1[23:0],u_ndpp_wrapper/user_logic_native_mem_address[31:24],u_ndpp_wrapper/user_logic_native_mem_strb[23:0],u_ndpp_wrapper/user_logic_native_mem_data[7:0],u_ndpp_wrapper/trigger_counter[7:0],u_ndpp_wrapper/trigger_counter_out[7:0],u_ndpp_wrapper/dma_p0_rx_axis_tvalid_temp,u_ndpp_wrapper/dma_p0_rx_axis_tdata[7:0],u_ndpp_wrapper/dma_p0_rx_axis_tready_temp
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
463,463,0,0,301c00,00,000000,00,00,00,0,00,1
464,464,0,0,301c20,00,000000,1a,00,00,0,00,1
465,465,0,1,301a40,00,ffffff,1a,00,00,0,00,1
466,466,0,1,301a60,00,ffffff,1a,00,00,0,00,1
467,467,0,0,301a80,00,000000,00,00,00,0,00,1
468,468,0,0,301aa0,00,000000,1a,00,00,0,00,1
469,469,0,1,301a00,00,ffffff,1a,00,00,0,00,1
470,470,0,1,301a20,00,ffffff,1a,00,00,0,00,1
471,471,0,0,301a40,00,000000,00,00,00,0,00,1
472,472,0,0,301a60,00,000000,18,00,00,0,00,1
473,473,0,1,301840,00,ffffff,18,00,00,0,00,1
474,474,0,1,301860,00,ffffff,18,00,00,0,00,1
475,475,0,0,301880,00,000000,00,00,00,0,00,1
476,476,0,0,3018a0,00,000000,1b,00,00,0,00,1
477,477,0,1,301b00,00,ffffff,1b,00,00,0,00,1
478,478,0,1,301b20,00,ffffff,1b,00,00,0,00,1
479,479,0,0,301b40,00,000000,00,00,00,0,00,1
480,480,0,0,301b60,00,000000,1b,00,00,0,00,1
481,481,0,1,301b80,00,ffffff,1b,00,00,0,00,1
482,482,0,1,301ba0,00,ffffff,1b,00,00,0,00,1
483,483,0,0,301bc0,00,000000,00,00,00,0,00,1
484,484,0,0,301be0,00,000000,1d,00,00,0,00,1
485,485,0,1,301d80,00,ffffff,1d,00,00,0,00,1
486,486,0,1,301da0,00,ffffff,1d,00,00,0,00,1
487,487,0,0,301dc0,00,000000,00,00,00,0,00,1
488,488,0,0,301de0,00,000000,1f,00,00,0,00,1
489,489,0,1,301f00,00,ffffff,1f,00,00,0,00,1
490,490,0,1,301f20,00,ffffff,1f,00,00,0,00,1
491,491,0,0,301f40,00,000000,00,00,00,0,00,1
492,492,0,0,301f60,00,000000,1f,00,00,0,00,1
493,493,0,1,301f80,00,ffffff,1f,00,00,0,00,1
494,494,0,1,301fa0,00,ffffff,1f,00,00,0,00,1
495,495,0,0,301fc0,00,000000,00,00,00,0,00,1
496,496,0,0,301fe0,00,000000,17,00,00,0,00,1
497,497,0,1,301780,00,ffffff,17,00,00,0,00,1
498,498,0,1,3017a0,00,ffffff,17,00,00,0,00,1
499,499,0,0,3017c0,00,000000,00,00,00,0,00,1
500,500,0,0,3017e0,00,000000,1b,00,00,0,00,1
501,501,0,1,301b40,00,ffffff,1b,00,00,0,00,1
502,502,0,1,301b60,00,ffffff,1b,00,00,0,00,1
503,503,0,0,301b80,00,000000,00,00,00,0,00,1
504,504,0,0,301ba0,00,000000,15,00,00,0,00,1
505,505,0,1,301580,00,ffffff,15,00,00,0,00,1
506,506,0,1,3015a0,00,ffffff,15,00,00,0,00,1
507,507,0,0,3015c0,00,000000,00,00,00,0,00,1
508,508,0,0,3015e0,00,000000,18,00,00,0,00,1
509,509,0,1,3018c0,00,ffffff,18,00,00,0,00,1
510,510,0,1,3018e0,00,ffffff,18,00,00,0,00,1
511,511,0,0,301900,00,000000,00,00,00,0,00,1
512,512,0,0,301920,00,000000,20,00,00,0,00,1
513,513,0,1,302000,00,ffffff,20,00,00,0,00,1
514,514,0,1,302020,00,ffffff,20,00,00,0,00,1
515,515,0,0,302040,00,000000,00,00,00,0,00,1
516,516,0,0,302060,00,000000,20,00,00,0,00,1
517,517,0,1,302040,00,ffffff,20,00,00,0,00,1
518,518,0,1,302060,00,ffffff,20,00,00,0,00,1
519,519,0,0,302080,00,000000,00,00,00,0,00,1
520,520,0,0,3020a0,00,000000,20,00,00,0,00,1
521,521,0,1,3020c0,00,ffffff,20,00,00,0,00,1
522,522,0,1,3020e0,00,ffffff,20,00,00,0,00,1
523,523,0,0,302100,00,000000,00,00,00,0,00,1
524,524,0,0,302120,00,000000,21,00,00,0,00,1
525,525,0,1,302140,00,ffffff,21,00,00,0,00,1
526,526,0,1,302160,00,ffffff,21,00,00,0,00,1
527,527,0,0,302180,00,000000,00,00,00,0,00,1
528,528,0,0,3021a0,00,000000,22,00,00,0,00,1
529,529,0,1,302200,00,ffffff,22,00,00,0,00,1
530,530,0,1,302220,00,ffffff,22,00,00,0,00,1
531,531,0,0,302240,00,000000,00,00,00,0,00,1
532,532,0,0,302260,00,000000,20,00,00,0,00,1
533,533,0,1,302080,00,ffffff,20,00,00,0,00,1
534,534,0,1,3020a0,00,ffffff,20,00,00,0,00,1
535,535,0,0,3020c0,00,000000,00,00,00,0,00,1
536,536,0,0,3020e0,00,000000,21,00,00,0,00,1
537,537,0,1,302100,00,ffffff,21,00,00,0,00,1
538,538,0,1,302120,00,ffffff,21,00,00,0,00,1
539,539,0,0,302140,00,000000,00,00,00,0,00,1
540,540,0,0,302160,00,000000,21,00,00,0,00,1
541,541,0,1,3021c0,00,ffffff,21,00,00,0,00,1
542,542,0,1,3021e0,00,ffffff,21,00,00,0,00,1
543,543,0,0,302200,00,000000,00,00,00,0,00,1
544,544,0,0,302220,00,000000,22,00,00,0,00,1
545,545,0,1,302240,00,ffffff,22,00,00,0,00,1
546,546,0,1,302260,00,ffffff,22,00,00,0,00,1
547,547,0,0,302280,00,000000,00,00,00,0,00,1
548,548,0,0,3022a0,00,000000,22,00,00,0,00,1
549,549,0,1,302280,00,ffffff,22,00,00,0,00,1
550,550,0,1,3022a0,00,ffffff,22,00,00,0,00,1
551,551,0,0,3022c0,00,000000,00,00,00,0,00,1
552,552,0,0,3022e0,00,000000,22,00,00,0,00,1
553,553,0,1,3022c0,00,ffffff,22,00,00,0,00,1
554,554,0,1,3022e0,00,ffffff,22,00,00,0,00,1
555,555,0,0,302300,00,000000,00,00,00,0,00,1
556,556,0,0,302320,00,000000,23,00,00,0,00,1
557,557,0,1,302340,00,ffffff,23,00,00,0,00,1
558,558,0,1,302360,00,ffffff,23,00,00,0,00,1
559,559,0,0,302380,00,000000,00,00,00,0,00,1
560,560,0,0,3023a0,00,000000,23,00,00,0,00,1
561,561,0,1,3023c0,00,ffffff,23,00,00,0,00,1
562,562,0,1,3023e0,00,ffffff,23,00,00,0,00,1
563,563,0,0,302400,00,000000,00,00,00,0,00,1
564,564,0,0,302420,00,000000,24,00,00,0,00,1
565,565,0,1,302400,00,ffffff,24,00,00,0,00,1
566,566,0,1,302420,00,ffffff,24,00,00,0,00,1
567,567,0,0,302440,00,000000,00,00,00,0,00,1
568,568,0,0,302460,00,000000,24,00,00,0,00,1
569,569,0,1,302440,00,ffffff,24,00,00,0,00,1
570,570,0,1,302460,00,ffffff,24,00,00,0,00,1
571,571,0,0,302480,00,000000,00,00,00,0,00,1
572,572,0,0,3024a0,00,000000,24,00,00,0,00,1
573,573,0,1,302480,00,ffffff,24,00,00,0,00,1
574,574,0,1,3024a0,00,ffffff,24,00,00,0,00,1
575,575,0,0,3024c0,00,000000,00,00,00,0,00,1
576,576,0,0,3024e0,00,000000,25,00,00,0,00,1
577,577,0,1,302500,00,ffffff,25,00,00,0,00,1
578,578,0,1,302520,00,ffffff,25,00,00,0,00,1
579,579,0,0,302540,00,000000,00,00,00,0,00,1
580,580,0,0,302560,00,000000,24,00,00,0,00,1
581,581,0,1,3024c0,00,ffffff,24,00,00,0,00,1
582,582,0,1,3024e0,00,ffffff,24,00,00,0,00,1
583,583,0,0,302500,00,000000,00,00,00,0,00,1
584,584,0,0,302520,00,000000,26,00,00,0,00,1
585,585,0,1,302640,00,ffffff,26,00,00,0,00,1
586,586,0,1,302660,00,ffffff,26,00,00,0,00,1
587,587,0,0,302680,00,000000,00,00,00,0,00,1
588,588,0,0,3026a0,00,000000,26,00,00,0,00,1
589,589,0,1,302600,00,ffffff,26,00,00,0,00,1
590,590,0,1,302620,00,ffffff,26,00,00,0,00,1
591,591,0,0,302640,00,000000,00,00,00,0,00,1
592,592,0,0,302660,00,000000,26,00,00,0,00,1
593,593,0,1,302680,00,ffffff,26,00,00,0,00,1
594,594,0,1,3026a0,00,ffffff,26,00,00,0,00,1
595,595,0,0,3026c0,00,000000,00,00,00,0,00,1
596,596,0,0,3026e0,00,000000,27,00,00,0,00,1
597,597,0,1,302700,00,ffffff,27,00,00,0,00,1
598,598,0,1,302720,00,ffffff,27,00,00,0,00,1
599,599,0,0,302740,00,000000,00,00,00,0,00,1
600,600,0,0,302760,00,000000,25,00,00,0,00,1
601,601,0,1,302580,00,ffffff,25,00,00,0,00,1
602,602,0,1,3025a0,00,ffffff,25,00,00,0,00,1
603,603,0,0,3025c0,00,000000,00,00,00,0,00,1
604,604,0,0,3025e0,00,000000,26,00,00,0,00,1
605,605,0,1,3026c0,00,ffffff,26,00,00,0,00,1
606,606,0,1,3026e0,00,ffffff,26,00,00,0,00,1
607,607,0,0,302700,00,000000,00,00,00,0,00,1
608,608,0,0,302720,00,000000,27,00,00,0,00,1
609,609,0,1,302780,00,ffffff,27,00,00,0,00,1
610,610,0,1,3027a0,00,ffffff,27,00,00,0,00,1
611,611,0,0,3027c0,00,000000,00,00,00,0,00,1
612,612,0,0,3027e0,00,000000,25,00,00,0,00,1
613,613,0,1,3025c0,00,ffffff,25,00,00,0,00,1
614,614,0,1,3025e0,00,ffffff,25,00,00,0,00,1
615,615,0,0,302600,00,000000,00,00,00,0,00,1
616,616,0,0,302620,00,000000,25,00,00,0,00,1
617,617,0,1,302540,00,ffffff,25,00,00,0,00,1
618,618,0,1,302560,00,ffffff,25,00,00,0,00,1
619,619,0,0,302580,00,000000,00,00,00,0,00,1
620,620,0,0,3025a0,00,000000,27,00,00,0,00,1
621,621,0,1,302740,00,ffffff,27,00,00,0,00,1
622,622,0,1,302760,00,ffffff,27,00,00,0,00,1
623,623,0,0,302780,00,000000,00,00,00,0,00,1
624,624,0,0,3027a0,00,000000,2c,00,00,0,00,1
625,625,0,1,302c00,00,ffffff,2c,00,00,0,00,1
626,626,0,1,302c20,00,ffffff,2c,00,00,0,00,1
627,627,0,0,302c40,00,000000,00,00,00,0,00,1
628,628,0,0,302c60,00,000000,27,00,00,0,00,1
629,629,0,1,3027c0,00,ffffff,27,00,00,0,00,1
630,630,0,1,3027e0,00,ffffff,27,00,00,0,00,1
631,631,0,0,302800,00,000000,00,00,00,0,00,1
632,632,0,0,302820,00,000000,2c,00,00,0,00,1
633,633,0,1,302c80,00,ffffff,2c,00,00,0,00,1
634,634,0,1,302ca0,00,ffffff,2c,00,00,0,00,1
635,635,0,0,302cc0,00,000000,00,00,00,0,00,1
636,636,0,0,302ce0,00,000000,21,00,00,0,00,1
637,637,0,1,302180,00,ffffff,21,00,00,0,00,1
638,638,0,1,3021a0,00,ffffff,21,00,00,0,00,1
639,639,0,0,3021c0,00,000000,00,00,00,0,00,1
640,640,0,0,3021e0,00,000000,2d,00,00,0,00,1
641,641,0,1,302d00,00,ffffff,2d,00,00,0,00,1
642,642,0,1,302d20,00,ffffff,2d,00,00,0,00,1
643,643,0,0,302d40,00,000000,00,00,00,0,00,1
644,644,0,0,302d60,00,000000,2c,00,00,0,00,1
645,645,0,1,302cc0,00,ffffff,2c,00,00,0,00,1
646,646,0,1,302ce0,00,ffffff,2c,00,00,0,00,1
647,647,0,0,302d00,00,000000,00,00,00,0,00,1
648,648,0,0,302d20,00,000000,2c,00,00,0,00,1
649,649,0,1,302c40,00,ffffff,2c,00,00,0,00,1
650,650,0,1,302c60,00,ffffff,2c,00,00,0,00,1
651,651,0,0,302c80,00,000000,00,00,00,0,00,1
652,652,0,0,302ca0,00,000000,2d,00,00,0,00,1
653,653,0,1,302d80,00,ffffff,2d,00,00,0,00,1
654,654,0,1,302da0,00,ffffff,2d,00,00,0,00,1
655,655,0,0,302dc0,00,000000,00,00,00,0,00,1
656,656,0,0,302de0,00,000000,23,00,00,0,00,1
657,657,0,1,302300,00,ffffff,23,00,00,0,00,1
658,658,0,1,302320,00,ffffff,23,00,00,0,00,1
659,659,0,0,302340,00,000000,00,00,00,0,00,1
660,660,0,0,302360,00,000000,28,00,00,0,00,1
661,661,0,1,302840,00,ffffff,28,00,00,0,00,1
662,662,0,1,302860,00,ffffff,28,00,00,0,00,1
663,663,0,0,302880,00,000000,00,00,00,0,00,1
664,664,0,0,3028a0,00,000000,29,00,00,0,00,1
665,665,0,1,302980,00,ffffff,29,00,00,0,00,1
666,666,0,1,3029a0,00,ffffff,29,00,00,0,00,1
667,667,0,0,3029c0,00,000000,00,00,00,0,00,1
668,668,0,0,3029e0,00,000000,29,00,00,0,00,1
669,669,0,1,302900,00,ffffff,29,00,00,0,00,1
670,670,0,1,302920,00,ffffff,29,00,00,0,00,1
671,671,0,0,302940,00,000000,00,00,00,0,00,1
672,672,0,0,302960,00,000000,2d,00,00,0,00,1
673,673,0,1,302d40,00,ffffff,2d,00,00,0,00,1
674,674,0,1,302d60,00,ffffff,2d,00,00,0,00,1
675,675,0,0,302d80,00,000000,00,00,00,0,00,1
676,676,0,0,302da0,00,000000,2e,00,00,0,00,1
677,677,0,1,302e00,00,ffffff,2e,00,00,0,00,1
678,678,0,1,302e20,00,ffffff,2e,00,00,0,00,1
679,679,0,0,302e40,00,000000,00,00,00,0,00,1
680,680,0,0,302e60,00,000000,28,00,00,0,00,1
681,681,0,1,3028c0,00,ffffff,28,00,00,0,00,1
682,682,0,1,3028e0,00,ffffff,28,00,00,0,00,1
683,683,0,0,302900,00,000000,00,00,00,0,00,1
684,684,0,0,302920,00,000000,29,00,00,0,00,1
685,685,0,1,3029c0,00,ffffff,29,00,00,0,00,1
686,686,0,1,3029e0,00,ffffff,29,00,00,0,00,1
687,687,0,0,302a00,00,000000,00,00,00,0,00,1
688,688,0,0,302a20,00,000000,2e,00,00,0,00,1
689,689,0,1,302e80,00,ffffff,2e,00,00,0,00,1
690,690,0,1,302ea0,00,ffffff,2e,00,00,0,00,1
691,691,0,0,302ec0,00,000000,00,00,00,0,00,1
692,692,0,0,302ee0,00,000000,2e,00,00,0,00,1
693,693,0,1,302ec0,00,ffffff,2e,00,00,0,00,1
694,694,0,1,302ee0,00,ffffff,2e,00,00,0,00,1
695,695,0,0,302f00,00,000000,00,00,00,0,00,1
696,696,0,0,302f20,00,000000,2f,00,00,0,00,1
697,697,0,1,302f00,00,ffffff,2f,00,00,0,00,1
698,698,0,1,302f20,00,ffffff,2f,00,00,0,00,1
699,699,0,0,302f40,00,000000,00,00,00,0,00,1
700,700,0,0,302f60,00,000000,2b,00,00,0,00,1
701,701,0,1,302b80,00,ffffff,2b,00,00,0,00,1
702,702,0,1,302ba0,00,ffffff,2b,00,00,0,00,1
703,703,0,0,302bc0,00,000000,00,00,00,0,00,1
704,704,0,0,302be0,00,000000,2f,00,00,0,00,1
705,705,0,1,302f80,00,ffffff,2f,00,00,0,00,1
706,706,0,1,302fa0,00,ffffff,2f,00,00,0,00,1
707,707,0,0,302fc0,00,000000,00,00,00,0,00,1
708,708,0,0,302fe0,00,000000,2f,00,00,0,00,1
709,709,0,1,302fc0,00,ffffff,2f,00,00,0,00,1
710,710,0,1,302fe0,00,ffffff,2f,00,00,0,00,1
711,711,0,0,303000,00,000000,00,00,00,0,00,1
712,712,0,0,303020,00,000000,23,00,00,0,00,1
713,713,0,1,302380,00,ffffff,23,00,00,0,00,1
714,714,0,1,3023a0,00,ffffff,23,00,00,0,00,1
715,715,0,0,3023c0,00,000000,00,00,00,0,00,1
716,716,0,0,3023e0,00,000000,2a,00,00,0,00,1
717,717,0,1,302a40,00,ffffff,2a,00,00,0,00,1
718,718,0,1,302a60,00,ffffff,2a,00,00,0,00,1
719,719,0,0,302a80,00,000000,00,00,00,0,00,1
720,720,0,0,302aa0,00,000000,2a,00,00,0,00,1
721,721,0,1,302ac0,00,ffffff,2a,00,00,0,00,1
722,722,0,1,302ae0,00,ffffff,2a,00,00,0,00,1
723,723,0,0,302b00,00,000000,00,00,00,0,00,1
724,724,0,0,302b20,00,000000,2b,00,00,0,00,1
725,725,0,1,302b40,00,ffffff,2b,00,00,0,00,1
726,726,0,1,302b60,00,ffffff,2b,00,00,0,00,1
727,727,0,0,302b80,00,000000,00,00,00,0,00,1
728,728,0,0,302ba0,00,000000,2b,00,00,0,00,1
729,729,0,1,302b00,00,ffffff,2b,00,00,0,00,1
730,730,0,1,302b20,00,ffffff,2b,00,00,0,00,1
731,731,0,0,302b40,00,000000,00,00,00,0,00,1
732,732,0,0,302b60,00,000000,2a,00,00,0,00,1
733,733,0,1,302a80,00,ffffff,2a,00,00,0,00,1
734,734,0,1,302aa0,00,ffffff,2a,00,00,0,00,1
735,735,0,0,302ac0,00,000000,00,00,00,0,00,1
736,736,0,0,302ae0,00,000000,2b,00,00,0,00,1
737,737,0,1,302bc0,00,ffffff,2b,00,00,0,00,1
738,738,0,1,302be0,00,ffffff,2b,00,00,0,00,1
739,739,0,0,302c00,00,000000,00,00,00,0,00,1
740,740,0,0,302c20,00,000000,29,00,00,0,00,1
741,741,0,1,302940,00,ffffff,29,00,00,0,00,1
742,742,0,1,302960,00,ffffff,29,00,00,0,00,1
743,743,0,0,302980,00,000000,00,00,00,0,00,1
744,744,0,0,3029a0,00,000000,28,00,00,0,00,1
745,745,0,1,302880,00,ffffff,28,00,00,0,00,1
746,746,0,1,3028a0,00,ffffff,28,00,00,0,00,1
747,747,0,0,3028c0,00,000000,00,00,00,0,00,1
748,748,0,0,3028e0,00,000000,28,00,00,0,00,1
749,749,0,1,302800,00,ffffff,28,00,00,0,00,1
750,750,0,1,302820,00,ffffff,28,00,00,0,00,1
751,751,0,0,302840,00,000000,00,00,00,0,00,1
752,752,0,0,302860,00,000000,2a,00,00,0,00,1
753,753,0,1,302a00,00,ffffff,2a,00,00,0,00,1
754,754,0,1,302a20,00,ffffff,2a,00,00,0,00,1
755,755,0,0,302a40,00,000000,00,00,00,0,00,1
756,756,0,0,302a60,00,000000,2d,00,00,0,00,1
757,757,0,1,302dc0,00,ffffff,2d,00,00,0,00,1
758,758,0,1,302de0,00,ffffff,2d,00,00,0,00,1
759,759,0,0,302e00,00,000000,00,00,00,0,00,1
760,760,0,0,302e20,00,000000,2e,00,00,0,00,1
761,761,0,1,302e40,00,ffffff,2e,00,00,0,00,1
762,762,0,1,302e60,00,ffffff,2e,00,00,0,00,1
763,763,0,0,302e80,00,000000,00,00,00,0,00,1
764,764,0,0,302ea0,00,000000,2f,00,00,0,00,1
765,765,0,1,302f40,00,ffffff,2f,00,00,0,00,1
766,766,0,1,302f60,00,ffffff,2f,00,00,0,00,1
767,767,0,0,302f80,00,000000,00,00,00,0,00,1
768,768,0,0,302fa0,00,000000,30,00,00,0,00,1
769,769,0,1,303000,00,ffffff,30,00,00,0,00,1
770,770,0,1,303020,00,ffffff,30,00,00,0,00,1
771,771,0,0,303040,00,000000,00,00,00,0,00,1
772,772,0,0,303060,00,000000,30,00,00,0,00,1
773,773,0,1,303040,00,ffffff,30,00,00,0,00,1
774,774,0,1,303060,00,ffffff,30,00,00,0,00,1
775,775,0,0,303080,00,000000,00,00,00,0,00,1
776,776,0,0,3030a0,00,000000,30,00,00,0,00,1
777,777,0,1,303080,00,ffffff,30,00,00,0,00,1
778,778,0,1,3030a0,00,ffffff,30,00,00,0,00,1
779,779,0,0,3030c0,00,000000,00,00,00,0,00,1
780,780,0,0,3030e0,00,000000,30,00,00,0,00,1
781,781,0,1,3030c0,00,ffffff,30,00,00,0,00,1
782,782,0,1,3030e0,00,ffffff,30,00,00,0,00,1
783,783,0,0,303100,00,000000,00,00,00,0,00,1
784,784,0,0,303120,00,000000,31,00,00,0,00,1
785,785,0,1,303100,00,ffffff,31,00,00,0,00,1
786,786,0,1,303120,00,ffffff,31,00,00,0,00,1
787,787,0,0,303140,00,000000,00,00,00,0,00,1
788,788,0,0,303160,00,000000,31,00,00,0,00,1
789,789,0,1,303140,00,ffffff,31,00,00,0,00,1
790,790,0,1,303160,00,ffffff,31,00,00,0,00,1
791,791,0,0,303180,00,000000,00,00,00,0,00,1
792,792,0,0,3031a0,00,000000,31,00,00,0,00,1
793,793,0,1,303180,00,ffffff,31,00,00,0,00,1
794,794,0,1,3031a0,00,ffffff,31,00,00,0,00,1
795,795,0,0,3031c0,00,000000,00,00,00,0,00,1
796,796,0,0,3031e0,00,000000,32,00,00,0,00,1
797,797,0,1,303200,00,ffffff,32,00,00,0,00,1
798,798,0,1,303220,00,ffffff,32,00,00,0,00,1
799,799,0,0,303240,00,000000,00,00,00,0,00,1
800,800,0,0,303260,00,000000,32,00,00,0,00,1
801,801,0,1,303240,00,ffffff,32,00,00,0,00,1
802,802,0,1,303260,00,ffffff,32,00,00,0,00,1
803,803,0,0,303280,00,000000,00,00,00,0,00,1
804,804,0,0,3032a0,00,000000,32,00,00,0,00,1
805,805,0,1,303280,00,ffffff,32,00,00,0,00,1
806,806,0,1,3032a0,00,ffffff,32,00,00,0,00,1
807,807,0,0,3032c0,00,000000,00,00,00,0,00,1
808,808,0,0,3032e0,00,000000,33,00,00,0,00,1
809,809,0,1,303300,00,ffffff,33,00,00,0,00,1
810,810,0,1,303320,00,ffffff,33,00,00,0,00,1
811,811,0,0,303340,00,000000,00,00,00,0,00,1
812,812,0,0,303360,00,000000,32,00,00,0,00,1
813,813,0,1,3032c0,00,ffffff,32,00,00,0,00,1
814,814,0,1,3032e0,00,ffffff,32,00,00,0,00,1
815,815,0,0,303300,00,000000,00,00,00,0,00,1
816,816,0,0,303320,00,000000,33,00,00,0,00,1
817,817,0,1,303380,00,ffffff,33,00,00,0,00,1
818,818,0,1,3033a0,00,ffffff,33,00,00,0,00,1
819,819,0,0,3033c0,00,000000,00,00,00,0,00,1
820,820,0,0,3033e0,00,000000,34,00,00,0,00,1
821,821,0,1,303440,00,ffffff,34,00,00,0,00,1
822,822,0,1,303460,00,ffffff,34,00,00,0,00,1
823,823,0,0,303480,00,000000,00,00,00,0,00,1
824,824,0,0,3034a0,00,000000,34,00,00,0,00,1
825,825,0,1,303400,00,ffffff,34,00,00,0,00,1
826,826,0,1,303420,00,ffffff,34,00,00,0,00,1
827,827,0,0,303440,00,000000,00,00,00,0,00,1
828,828,0,0,303460,00,000000,34,00,00,0,00,1
829,829,0,1,303480,00,ffffff,34,00,00,0,00,1
830,830,0,1,3034a0,00,ffffff,34,00,00,0,00,1
831,831,0,0,3034c0,00,000000,00,00,00,0,00,1
832,832,0,0,3034e0,00,000000,34,00,00,0,00,1
833,833,0,1,3034c0,00,ffffff,34,00,00,0,00,1
834,834,0,1,3034e0,00,ffffff,34,00,00,0,00,1
835,835,0,0,303500,00,000000,00,00,00,0,00,1
836,836,0,0,303520,00,000000,35,00,00,0,00,1
837,837,0,1,303540,00,ffffff,35,00,00,0,00,1
838,838,0,1,303560,00,ffffff,35,00,00,0,00,1
839,839,0,0,303580,00,000000,00,00,00,0,00,1
840,840,0,0,3035a0,00,000000,35,00,00,0,00,1
841,841,0,1,3035c0,00,ffffff,35,00,00,0,00,1
842,842,0,1,3035e0,00,ffffff,35,00,00,0,00,1
843,843,0,0,303600,00,000000,00,00,00,0,00,1
844,844,0,0,303620,00,000000,36,00,00,0,00,1
845,845,0,1,303640,00,ffffff,36,00,00,0,00,1
846,846,0,1,303660,00,ffffff,36,00,00,0,00,1
847,847,0,0,303680,00,000000,00,00,00,0,00,1
848,848,0,0,3036a0,00,000000,36,00,00,0,00,1
849,849,0,1,303600,00,ffffff,36,00,00,0,00,1
850,850,0,1,303620,00,ffffff,36,00,00,0,00,1
851,851,0,0,303640,00,000000,00,00,00,0,00,1
852,852,0,0,303660,00,000000,36,00,00,0,00,1
853,853,0,1,3036c0,00,ffffff,36,00,00,0,00,1
854,854,0,1,3036e0,00,ffffff,36,00,00,0,00,1
855,855,0,0,303700,00,000000,00,00,00,0,00,1
856,856,0,0,303720,00,000000,36,00,00,0,00,1
857,857,0,1,303680,00,ffffff,36,00,00,0,00,1
858,858,0,1,3036a0,00,ffffff,36,00,00,0,00,1
859,859,0,0,3036c0,00,000000,00,00,00,0,00,1
860,860,0,0,3036e0,00,000000,33,00,00,0,00,1
861,861,0,1,3033c0,00,ffffff,33,00,00,0,00,1
862,862,0,1,3033e0,00,ffffff,33,00,00,0,00,1
863,863,0,0,303400,00,000000,00,00,00,0,00,1
864,864,0,0,303420,00,000000,35,00,00,0,00,1
865,865,0,1,303580,00,ffffff,35,00,00,0,00,1
866,866,0,1,3035a0,00,ffffff,35,00,00,0,00,1
867,867,0,0,3035c0,00,000000,00,00,00,0,00,1
868,868,0,0,3035e0,00,000000,37,00,00,0,00,1
869,869,0,1,303740,00,ffffff,37,00,00,0,00,1
870,870,0,1,303760,00,ffffff,37,00,00,0,00,1
871,871,0,0,303780,00,000000,00,00,00,0,00,1
872,872,0,0,3037a0,00,000000,37,00,00,0,00,1
873,873,0,1,3037c0,00,ffffff,37,00,00,0,00,1
874,874,0,1,3037e0,00,ffffff,37,00,00,0,00,1
875,875,0,0,303800,00,000000,00,00,00,0,00,1
876,876,0,0,303820,00,000000,37,00,00,0,00,1
877,877,0,1,303700,00,ffffff,37,00,00,0,00,1
878,878,0,1,303720,00,ffffff,37,00,00,0,00,1
879,879,0,0,303740,00,000000,00,00,00,0,00,1
880,880,0,0,303760,00,000000,35,00,00,0,00,1
881,881,0,1,303500,00,ffffff,35,00,00,0,00,1
882,882,0,1,303520,00,ffffff,35,00,00,0,00,1
883,883,0,0,303540,00,000000,00,00,00,0,00,1
884,884,0,0,303560,00,000000,37,00,00,0,00,1
885,885,0,1,303780,00,ffffff,37,00,00,0,00,1
886,886,0,1,3037a0,00,ffffff,37,00,00,0,00,1
887,887,0,0,3037c0,00,000000,00,00,00,0,00,1
888,888,0,0,3037e0,00,000000,3c,00,00,0,00,1
889,889,0,1,303c40,00,ffffff,3c,00,00,0,00,1
890,890,0,1,303c60,00,ffffff,3c,00,00,0,00,1
891,891,0,0,303c80,00,000000,00,00,00,0,00,1
892,892,0,0,303ca0,00,000000,3c,00,00,0,00,1
893,893,0,1,303cc0,00,ffffff,3c,00,00,0,00,1
894,894,0,1,303ce0,00,ffffff,3c,00,00,0,00,1
895,895,0,0,303d00,00,000000,00,00,00,0,00,1
896,896,0,0,303d20,00,000000,33,00,00,0,00,1
897,897,0,1,303340,00,ffffff,33,00,00,0,00,1
898,898,0,1,303360,00,ffffff,33,00,00,0,00,1
899,899,0,0,303380,00,000000,00,00,00,0,00,1
900,900,0,0,3033a0,00,000000,3d,00,00,0,00,1
901,901,0,1,303d40,00,ffffff,3d,00,00,0,00,1
902,902,0,1,303d60,00,ffffff,3d,00,00,0,00,1
903,903,0,0,303d80,00,000000,00,00,00,0,00,1
904,904,0,0,303da0,00,000000,3d,00,00,0,00,1
905,905,0,1,303dc0,00,ffffff,3d,00,00,0,00,1
906,906,0,1,303de0,00,ffffff,3d,00,00,0,00,1
907,907,0,0,303e00,00,000000,00,00,00,0,00,1
908,908,0,0,303e20,00,000000,3c,00,00,0,00,1
909,909,0,1,303c80,00,ffffff,3c,00,00,0,00,1
910,910,0,1,303ca0,00,ffffff,3c,00,00,0,00,1
911,911,0,0,303cc0,00,000000,00,00,00,0,00,1
912,912,0,0,303ce0,00,000000,38,00,00,0,00,1
913,913,0,1,303840,00,ffffff,38,00,00,0,00,1
